Week,Fecha Act,SumaDeBEGINNER NAV,SumaDeCLOSE TRADE,SumaDeNET LIQUID VALUE,SumaDeLIQUIDACION,SumaDeCASH NAV,SumaDeOPEN CASH FLOW,SumaDeFREE CASH,SumaDeTRADING,Fondo,CloseTrade_BRUTO
Week Sep 22 to 26,2025-09-25,10858917.0,2369844.0,12096115.0,0.0,12949108.0,852993.0,4285460.0,7810656.0,ESP,
Week Sep 29 to 3,2025-10-03,11100412.0,2369844.0,12328284.0,0.0,13181277.0,852993.0,4517629.0,7810656.0,ESP,
Week Oct 6 to 10,2025-10-10,11100412.0,2369844.0,12274984.0,0.0,13127977.0,852993.0,4464329.0,7810656.0,ESP,
Week Oct 13 to 17,2025-10-16,11228717.0,2369844.0,12381637.0,0.0,13234630.0,852993.0,4570982.0,7810656.0,ESP,
Week Oct 20 to 24,2025-10-24,11311717.0,2369844.0,12449518.0,0.0,13302511.0,852993.0,4638863.0,7810656.0,ESP,
Week Oct 27 to 31,2025-10-31,11522554.0,2369844.0,12660355.0,0.0,13513348.0,852993.0,4849700.0,7810656.0,ESP,
Week Nov 3 to 7,2025-11-07,11588294.0,2369844.0,12725709.0,0.0,13578702.0,852993.0,4915054.0,7810656.0,ESP,
Week Nov 10 to 14,2025-11-13,11822159.0,2369844.0,12941560.0,0.0,13794553.0,852993.0,5130905.0,7810656.0,ESP,
Week Nov 17 to 21,2025-11-20,11871691.0,2369844.0,12991092.0,0.0,13871297.0,880205.0,4461973.0,8529120.0,ESP,
Week Nov 24 to 28,2025-11-28,11871691.0,2369844.0,12988092.0,0.0,13991014.0,1002922.0,974227.0,12013875.1593323,ESP,
Week Dic 1 to 5,2025-12-05,11940856.0,2369844.0,13054257.0,0.0,14057179.0,1002922.0,1040392.0,12013875.1593323,ESP,
Week Dic 8 to 12,2025-12-12,11940856.0,2369844.0,13054257.0,0.0,14057179.0,1002922.0,1040392.0,12013875.1593323,ESP,
Week Dic 15 to 19,2025-12-19,11940856.0,2369844.0,13053257.0,0.0,14056179.0,1002922.0,1039392.0,12013875.1593323,ESP,
Week Dic 22 to 26,2025-12-26,11940856.0,2369844.0,13016978.0,0.0,14434749.0,1417771.0,1003113.0,12013873.0,ESP,
Week Dic 29 to 2,2026-01-02,11924566.0,2369844.0,13018688.0,0.0,14436459.0,1417771.0,1004823.0,12013873.0,ESP,
Week Jan 5 to 9,2026-01-08,11957906.0,2369844.0,13052028.0,0.0,14469799.0,1417771.0,1038163.0,12013873.0,ESP,
Week Jan 12 to 16,2026-01-16,12000406.0,2369844.0,13094528.0,,14512299.0,1417771.0,1080663.0,12013873.0,ESP,3181854.74954224
Week Jan 19 to 23,2026-01-23,12082406.0,3787615.0,14467495.0,,14467495.0,0.0,14467495.0,0.0,ESP,5063351.47180176
Week Jan 26 to 30,2026-01-30,12082406.0,3787615.0,14334256.0,,14334256.0,0.0,14334256.0,0.0,ESP,5063351.47180176
Week Feb 2 to 6,2026-02-06,12100871.0,3787615.0,14340838.0,,14340838.0,0.0,14340838.0,0.0,ESP,5062960.57495117
Week Feb 9 to 13,2026-02-13,12100871.0,3787615.0,14289602.0,,14289602.0,0.0,14289602.0,0.0,ESP,5062960.57495117
Week Feb 16 to 20,2026-02-20,12100871.0,3787615.0,14289602.0,,14289602.0,0.0,14289602.0,0.0,ESP,5062960.57495117
Week Sept 1 to 2,2022-09-02,5041715.5,2809591.0,7360302.5,6356.0,9098600.0,1737053.0,178233.0,7191065.0,INCUBATOR,
Week Sept 5 to 9,2022-09-09,4836141.5,2616710.0,6936847.5,20000.0,8527018.0,1588926.0,223739.0,6722104.0,INCUBATOR,
Week Sept 12 to 16,2022-09-15,4836141.5,2616710.0,6936847.5,626.0,8527018.0,1588926.0,223739.0,6722104.0,INCUBATOR,
Week Sept 19 to 23,2022-09-23,4874514.5,2833581.0,7192717.5,5500.0,8565391.0,1372057.0,1394227.0,5798494.0,INCUBATOR,
Week Sept 26 to 30,2022-09-30,4941514.5,2833581.0,7266759.5,8042.0,8650018.0,1382642.0,1468269.0,5798494.0,INCUBATOR,
Week Oct 3 to 7,2022-10-07,5029282.5,2833581.0,7348297.5,-1730.0,8731556.0,1382642.0,1549807.0,5798494.0,INCUBATOR,
Week Oct 10 a 14,2022-10-14,5071332.5,2833581.0,7377579.5,7500.0,8760838.0,1382642.0,1579089.0,5798494.0,INCUBATOR,
Week Oct 17 to 21,2022-10-21,5195850.5,2833581.0,7505597.5,50000.0,8888177.0,1382642.0,1707107.0,5798494.0,INCUBATOR,
Week Oct 24 to 28,2022-10-28,5225753.5,3153142.0,7839158.5,9904.0,8911349.0,1073522.0,3391941.0,4447215.0,INCUBATOR,
Week Oct 31 to 4,2022-11-04,5227485.5,3153142.0,7833158.5,-6000.0,8901349.0,1072843.0,3391486.0,4441670.0,INCUBATOR,
Week Nov 7 to 11,2022-11-10,5445485.5,3153142.0,8051158.5,299507.0,9418856.0,1372350.0,174889.0,7876267.0,INCUBATOR,
Week Nov 14 to 18,2022-11-18,5458958.5,3153142.0,8064631.5,299507.0,10362329.0,1372350.0,198362.0,7866267.0,INCUBATOR,
Week Nov 21 to 25,2022-11-25,5249603.0,3534539.0,8237383.0,370977.0,9256422.0,1023612.0,2195735.0,6039774.0,INCUBATOR,
Week Nov 28 to 2,2022-12-02,5320712.0,3534539.0,8258151.0,370655.0,9258700.0,1026150.0,2206466.0,6049828.0,INCUBATOR,
Week Dec 5 to 9,2022-12-09,5328712.0,3534539.0,8255297.0,370655.0,9255845.0,1026150.0,2203611.0,6049828.0,INCUBATOR,
Week Dec 12 to 16,2022-12-16,5307685.0,3905194.0,8369075.0,0.0,9019995.0,655495.0,5753837.0,2615231.0,INCUBATOR,
Week Dec 19 to 23,2022-12-22,5398685.0,3905194.0,8427859.0,0.0,9078779.0,655495.0,5812621.0,2615231.0,INCUBATOR,
Week Dec 26 to 30,2022-12-29,5398685.0,3905194.0,8412859.0,0.0,9063779.0,655495.0,5797621.0,2615231.0,INCUBATOR,
Week Jan 2 to 6,2023-01-05,5430685.0,3905194.0,8416859.0,0.0,9067779.0,655495.0,5801621.0,2615231.0,INCUBATOR,
Week Jan 9 to 13,2023-01-12,5455185.0,3905194.0,8437359.0,0.0,9088279.0,655495.0,5822121.0,2615230.0,INCUBATOR,
Week Jan 16 to 20,2023-01-20,5457185.0,3905194.0,8397359.0,0.0,9048279.0,655495.0,5782121.0,2615229.0,INCUBATOR,
Week Jan 23 to 27,2023-01-26,5457185.0,3905194.0,8397359.0,0.0,9048279.0,655495.0,5782121.0,2615229.0,INCUBATOR,
Week Jan 30 to 3,2023-02-03,5467185.0,4560689.0,9061054.0,0.0,9056480.0,0.0,9061054.0,0.0,INCUBATOR,
Week Feb 6 to 10,2023-02-10,5467185.0,4560689.0,9043442.0,0.0,9038868.0,0.0,9051054.0,0.0,INCUBATOR,
Week Feb 13 to 17,2023-02-17,5474685.0,4560689.0,9038552.0,0.0,9038552.0,0.0,9038552.0,0.0,INCUBATOR,
Week Feb 20 to 24,2023-02-24,5474685.0,4560689.0,9037552.0,0.0,9037552.0,0.0,9037552.0,0.0,INCUBATOR,
Week Feb 27 to 3,2023-03-03,5502685.0,4560689.0,9050201.0,0.0,9050201.0,0.0,9050201.0,0.0,INCUBATOR,
Week Mar 6 to 10,2023-03-10,5502685.0,4560689.0,9050201.0,0.0,9050201.0,0.0,9050201.0,0.0,INCUBATOR,
Week Mar 13 to 17,2023-03-17,5618695.0,4560689.0,9161711.0,0.0,9475935.0,314223.0,6487421.0,2674290.0,INCUBATOR,
Week Mar 20 to 24,2023-03-20,5618695.0,4560689.0,9161711.0,0.0,9475935.0,314223.0,6487421.0,2674290.0,INCUBATOR,
Week Mar 27 to 31,2023-03-31,5634195.0,4560689.0,9146562.0,0.0,9487637.0,341074.0,6044778.0,3101784.0,INCUBATOR,
Week Apr 3 to 7,2023-04-03,5634195.0,4560689.0,9146562.0,0.0,9487637.0,341074.0,6044778.0,3101784.0,INCUBATOR,
Week Apr 10 to 14,2023-04-11,5645695.0,4560689.0,9132660.0,0.0,9473335.0,340674.0,6036102.0,3096558.0,INCUBATOR,
Week Apr 17 to 21,2023-04-18,5655695.0,4560689.0,9129660.0,0.0,9470335.0,340674.0,6033102.0,3096558.0,INCUBATOR,
Week Apr 24 to 28,2023-04-25,5655695.0,4560689.0,9129660.0,0.0,9470335.0,340674.0,6033102.0,3096558.0,INCUBATOR,
Week May 1 to 5,2023-05-04,5539685.0,4560689.0,9092970.0,0.0,9429011.0,336040.0,6036143.0,3056827.0,INCUBATOR,
Week May 8 to 12,2023-05-12,5539685.0,4560689.0,9032970.0,0.0,9369011.0,336040.0,5976143.0,3056827.0,INCUBATOR,
Week May 15 to 19,2023-05-19,5526685.0,4535767.0,9017970.0,18319.0,9409422.0,391452.0,2854427.0,6163543.0,INCUBATOR,
Week May 22 to 26,2023-05-24,5526685.0,4566852.0,8708701.0,5483.0,9116925.0,408230.0,2545158.0,6163543.0,INCUBATOR,
Week May 29 to 2,2023-06-01,5526685.0,4612800.0,8754649.0,10353.0,9148392.0,393743.0,2303868.0,6450790.0,INCUBATOR,
Week Jun 5 to 9,2023-06-09,5526685.0,4635034.0,8776883.0,27510.0,9177126.0,400243.0,1128321.0,7623271.0,INCUBATOR,
Week Jun 12 to 16,2023-06-16,5551685.0,4661096.0,8792645.0,,9192888.0,400243.0,1809180.0,6983148.0,INCUBATOR,
Week Jun 19 to 23,2023-06-23,5551685.0,4740320.0,8876771.0,74894.0,9543361.0,666590.0,1508079.0,7368701.0,INCUBATOR,
Week Jun 26 to 30,2023-06-30,5551685.0,4786965.0,8920785.0,0.0,9587375.0,666590.0,1552084.0,7368701.0,INCUBATOR,
Week Jul 3 to 7,2023-07-07,5551685.0,4804062.0,8935382.0,2272.0,9608454.0,673072.0,282496.0,8652886.0,INCUBATOR,
Week Jul 10 to 14,2023-07-14,5551685.0,4848744.0,8978264.0,14610.0,9651336.0,673072.0,325378.0,8652886.0,INCUBATOR,
Week Jul 17 to 21,2023-07-20,5554185.0,4848744.0,8939282.0,556656.0,9069106.0,671002.0,303196.0,8135388.0,INCUBATOR,
Week Jul 24 to 28,2023-07-28,5574185.0,4848744.0,8574097.0,-329827.0,9204619.0,630522.0,438709.0,8135388.0,INCUBATOR,
Week Jul 31 to 4,2023-07-28,5574185.0,4848744.0,8574097.0,-329827.0,9204619.0,630522.0,438709.0,8135388.0,INCUBATOR,
Week Agu 7 to 11,2023-08-09,5574185.0,4974658.0,8700011.0,41172.0,9330533.0,630522.0,564623.0,8135388.0,INCUBATOR,
Week Agu 14 to 18,2023-08-17,5574185.0,4632664.0,8575615.0,41172.0,9206137.0,630522.0,440227.0,8135388.0,INCUBATOR,
Week Agu 21 to 25,2023-08-17,5574185.0,4632664.0,8575615.0,41172.0,9206137.0,630522.0,440227.0,8135388.0,INCUBATOR,
Week Agu 28 to 1,2023-08-31,5621185.0,4632664.0,8662615.0,41172.0,9293137.0,630522.0,527227.0,8135388.0,INCUBATOR,
Week Sep 4 to 8,2023-09-08,5651185.0,4631056.0,8652511.0,0.0,9416807.0,764296.0,1706485.0,6946026.0,INCUBATOR,
Week Sep 11 to 15,2023-09-14,5651185.0,4631056.0,8652511.0,0.0,9389741.0,758781.0,1760015.0,6892496.0,INCUBATOR,
Week Sep 18 to 22,2023-09-21,5604545.0,4855677.0,8845319.0,0.0,9344688.0,499369.0,4886276.0,3959043.0,INCUBATOR,
Week Sep 25 to 29,2023-09-27,5644545.0,4855677.0,8885319.0,0.0,9384688.0,499369.0,4926276.0,3959043.0,INCUBATOR,
Week Oct 2 to 6,2023-10-03,5649335.0,4825789.0,8800250.0,0.0,9361079.0,500829.0,4819487.0,3980763.0,INCUBATOR,
Week Oct 9 to 13,2023-10-11,5777335.0,4825789.0,8927450.0,0.0,9428279.0,500829.0,4951687.0,3980763.0,INCUBATOR,
Week Oct 16 to 20,2023-10-16,5807335.0,4825789.0,8956650.0,0.0,9457479.0,500829.0,4980887.0,3980763.0,INCUBATOR,
Week Oct 23 to 27,2023-10-19,5907335.0,4825789.0,9054350.0,0.0,9555179.0,500829.0,5078587.0,3980763.0,INCUBATOR,
Week Oct 30 to 3,2023-10-19,5907335.0,4825789.0,9054350.0,0.0,9555179.0,500829.0,5078587.0,3980763.0,INCUBATOR,
Week Nov 6 to 10,2023-11-09,5928365.0,5034507.0,9295701.0,0.0,9587909.0,292111.0,7807886.0,1492912.0,INCUBATOR,
Week Nov 13 to 17,2023-11-09,5928365.0,5034507.0,9295701.0,0.0,9587909.0,292111.0,7807886.0,1492912.0,INCUBATOR,
Week Nov 20 to 24,2023-11-21,5968865.0,5060254.0,9341076.0,0.0,10078911.0,737738.0,2258571.0,7087602.0,INCUBATOR,
Week Nov 27 to 1,2023-11-27,5968865.0,5060254.0,9341076.0,0.0,10078911.0,737738.0,2258571.0,7087602.0,INCUBATOR,
Week Dec 4 to 8,2023-12-07,5968865.0,5060608.0,9329630.0,0.0,10066872.0,737145.0,2245577.0,7089150.0,INCUBATOR,
Week Dec 11 to 15,2023-12-15,5968865.0,5060608.0,9329630.0,0.0,10066872.0,737145.0,2245577.0,7089150.0,INCUBATOR,
Week Dec 18 to 22,2023-12-22,5958865.0,5217880.0,9486902.0,0.0,10224144.0,737145.0,2402849.0,7089150.0,INCUBATOR,
Week Dec 25 to 29,2023-12-29,5958865.0,5217880.0,9459902.0,0.0,10197144.0,737145.0,2375849.0,7089150.0,INCUBATOR,
Week Jan 1 to 5,2024-01-05,5958865.0,5217880.0,9459902.0,0.0,10197144.0,737145.0,2375849.0,7089150.0,INCUBATOR,
Week Jan 8 to 12,2024-01-11,5958865.0,5270339.0,9512361.0,0.0,10397059.0,884598.0,2428308.0,7089150.0,INCUBATOR,
Week Jan 15 to 19,2024-01-19,5958865.0,5270339.0,9499769.0,0.0,10384467.0,884598.0,2415716.0,7089150.0,INCUBATOR,
Week Jan 22 to 26,2024-01-25,5958865.0,5266541.0,9477971.0,0.0,10361381.0,883310.0,2431353.0,7073801.0,INCUBATOR,
Week Jan 29 to 2,2024-01-30,5958865.0,5557459.0,9768889.0,0.0,10361381.0,592392.0,5062975.0,4551080.0,INCUBATOR,
Week Jan 29 to 2,2024-02-01,5958865.0,5618114.0,9829544.0,0.0,10851921.0,1022274.0,5267407.0,4562137.0,INCUBATOR,
Week Feb 5 to 9,2024-02-09,5958865.0,5618114.0,9820359.0,0.0,10842736.0,1022274.0,5260107.0,4562137.0,INCUBATOR,
Week Feb 12 to 16,2024-02-16,5983865.0,5618114.0,9829359.0,0.0,10851736.0,1022274.0,5269107.0,4562137.0,INCUBATOR,
Week Feb 19 to 23,2024-02-21,5983865.0,5618338.0,9824583.0,0.0,10848523.0,1023837.0,5230522.0,4595946.0,INCUBATOR,
Week Feb 26 to 1,2024-03-01,6022365.0,5610493.0,9851638.0,0.0,10873819.0,1022079.0,5270452.0,4584516.0,INCUBATOR,
Week Mar 4 to 8,2024-03-08,6021365.0,5610493.0,9827809.0,0.0,10849990.0,1022079.0,5246623.0,4584516.0,INCUBATOR,
Week Mar 11 to 15,2024-03-14,6021365.0,5610493.0,9819809.0,0.0,10841990.0,1022079.0,5238623.0,4584516.0,INCUBATOR,
Week Mar 18 to 22,2024-03-22,6053365.0,5750492.0,9991808.0,0.0,11538086.0,1546278.0,4166181.0,5828957.0,INCUBATOR,
Week Mar 25 to 29,2024-03-28,6053365.0,5767889.0,9988808.0,0.0,11709326.0,1720518.0,2030929.0,7916832.0,INCUBATOR,
Week Apr 1 to 5,2024-04-05,6078365.0,5767889.0,10011808.0,0.0,11732326.0,1720518.0,2053929.0,7916832.0,INCUBATOR,
Week Apr 8 to 12,2024-04-12,6100365.0,5767889.0,10033808.0,0.0,11754326.0,1720518.0,2075929.0,7916832.0,INCUBATOR,
Week Apr 15 to 19,2024-04-19,6142865.0,5753332.0,10031481.0,0.0,11751999.0,1720518.0,2118429.0,7916832.0,INCUBATOR,
Week Apr 22 to 26,2024-04-26,6142865.0,5753332.0,10031481.0,0.0,11751999.0,1720518.0,2118429.0,7916832.0,INCUBATOR,
Week Apr 29 to 3,2024-05-03,6142865.0,5753332.0,10027505.0,0.0,11748023.0,1720518.0,2114453.0,7916832.0,INCUBATOR,
Week May 6 to 10,2024-05-10,6142865.0,5753332.0,9982493.0,0.0,11703011.0,1720518.0,2069441.0,7916832.0,INCUBATOR,
Week May 13 to 17,2024-05-17,6142865.0,5753332.0,9961493.0,0.0,11682011.0,1720518.0,2048441.0,7916832.0,INCUBATOR,
Week May 20 to 24,2024-05-24,6142865.0,5822634.0,10026750.0,0.0,12555560.0,2528810.0,2127113.0,7903417.0,INCUBATOR,
Week May 27 to 31,2024-05-31,6142865.0,5822634.0,10015750.0,0.0,12781674.0,2765924.0,2649808.0,7377767.0,INCUBATOR,
Week Jun 3 to 7,2024-06-07,6224865.0,5854413.0,10128517.0,0.0,13237980.0,3109463.0,1254351.0,8878991.0,INCUBATOR,
Week Jun 10 to 15,2024-06-17,6194865.0,5845196.0,10126164.0,0.0,13235627.0,3109463.0,1251998.0,8878991.0,INCUBATOR,
Week Jun 17 to 21,2024-06-21,6194865.0,5845196.0,10101164.0,0.0,13210627.0,3109463.0,1226998.0,8878991.0,INCUBATOR,
Week Jun 24 to 28,2024-06-28,6194865.0,5905900.0,10001668.0,0.0,13118981.0,3117313.0,1127502.0,8878991.0,INCUBATOR,
Week Jul 1 to 5,2024-07-05,6204865.0,5905900.0,10003668.0,0.0,13120981.0,3117313.0,1129502.0,8878991.0,INCUBATOR,
Week Jul 8 to 12,2024-07-11,6234865.0,5905900.0,10024668.0,0.0,13451134.0,3426466.0,1150502.0,8878991.0,INCUBATOR,
Week Jul 15 to 19,2024-07-19,6262865.0,5905900.0,10050371.0,0.0,13476837.0,3426466.0,1176205.0,8878991.0,INCUBATOR,
Week Jul 22 to 26,2024-07-26,6262865.0,5905900.0,10050371.0,0.0,13476837.0,3426466.0,1176205.0,8878991.0,INCUBATOR,
Week Jul 29 to 2,2024-08-01,6277865.0,5905900.0,10059765.0,0.0,13486231.0,3426466.0,1185599.0,8878991.0,INCUBATOR,
Week Aug 5 to 9,2024-08-07,6277865.0,5905900.0,10053865.0,0.0,13480331.0,3426466.0,1179699.0,8878991.0,INCUBATOR,
Week Aug 12 to 16,2024-08-14,6318809.0,5905900.0,10094809.0,0.0,13521275.0,3426466.0,1220643.0,8878991.0,INCUBATOR,
Week Aug 19 to 23,2024-08-22,6318809.0,5905900.0,10075309.0,0.0,13501775.0,3426466.0,1201143.0,8878991.0,INCUBATOR,
Week Aug 26 to 30,2024-08-29,6318809.0,5905900.0,10072909.0,0.0,13499375.0,3426466.0,1198743.0,8878991.0,INCUBATOR,
Week Sep 2 to 6,2024-09-06,6333809.0,5905900.0,10077909.0,0.0,13504375.0,3426466.0,1203743.0,8878991.0,INCUBATOR,
Week Sep 9 to 13,2024-09-13,6218322.0,5890566.0,10113327.0,0.0,13539793.0,3426466.0,1239161.0,8878991.0,INCUBATOR,
Week Sep 16 to 20,2024-09-20,6218322.0,5890566.0,10113327.0,0.0,13539793.0,3426466.0,1239161.0,8878991.0,INCUBATOR,
Week Sep 23 to 27,2024-09-26,6353856.0,5890566.0,10246861.0,0.0,13673327.0,3426466.0,1372695.0,8878991.0,INCUBATOR,
Week Sep 30 to 4,2024-10-04,6353856.0,5890566.0,10230984.0,0.0,13656560.0,3425576.0,1370580.0,8864184.0,INCUBATOR,
Week Oct 7 to 11,2024-10-10,6378856.0,5890566.0,10254584.0,0.0,13680160.0,3425576.0,1394180.0,8864184.0,INCUBATOR,
Week Oct 14 to 18,2024-10-17,6494856.0,5890566.0,10370584.0,0.0,13796160.0,3425576.0,1510180.0,8864184.0,INCUBATOR,
Week Oct 21 to 25,2024-10-22,6536379.0,5890566.0,10412107.0,0.0,13837683.0,3425576.0,1551703.0,8864184.0,INCUBATOR,
Week Oct 21 to 25,2024-10-25,6536379.0,5890566.0,10412107.0,0.0,13837683.0,3425576.0,1551703.0,8864184.0,INCUBATOR,
Week Oct 28 to 1,2024-11-01,6542577.0,5890566.0,10417005.0,0.0,13842581.0,3425576.0,1556601.0,8864184.0,INCUBATOR,
Week Nov 4 to 8,2024-11-08,6542577.0,5890566.0,10417005.0,0.0,13842581.0,3425576.0,1556601.0,8864184.0,INCUBATOR,
Week Nov 11 to 15,2024-11-15,6542577.0,5890566.0,10417005.0,0.0,13842581.0,3425576.0,1556601.0,8864184.0,INCUBATOR,
Week Nov 18 to 22,2024-11-19,6542577.0,5890566.0,10415305.0,0.0,13863902.0,3448597.0,580251.0,9838835.0,INCUBATOR,
Week Nov 25 to 29,2024-11-26,6542577.0,5890566.0,10415305.0,0.0,13913050.0,3497745.0,835557.0,9579748.0,INCUBATOR,
Week Dic 2 to 6,2024-12-03,6542577.0,5890566.0,10415305.0,0.0,13913050.0,3497745.0,835557.0,9579748.0,INCUBATOR,
Week Dic 9 to 13,2024-12-13,6542577.0,5959386.0,10481570.0,0.0,13910495.0,3428925.0,1619721.0,8864184.0,INCUBATOR,
Week Dic 16 to 20,2024-12-18,6542577.0,5959386.0,10458570.0,0.0,13887495.0,3428925.0,1596721.0,8864184.0,INCUBATOR,
Week Dic 23 to 27,2024-12-23,6542577.0,5959386.0,10452909.0,0.0,13881834.0,3428925.0,1591060.0,8864184.0,INCUBATOR,
Week Dic 30 to 3,2025-01-03,6542577.0,5959386.0,10452909.0,0.0,13881834.0,3428925.0,1591060.0,8864184.0,INCUBATOR,
Week Jan 6 to 10,2025-01-08,6542577.0,5959386.0,10427909.0,0.0,13856834.0,3428925.0,1566060.0,8864184.0,INCUBATOR,
Week Jan 13 to 17,2025-01-18,6544627.0,9388311.0,13858884.0,0.0,13858884.0,0.0,13858884.0,0.0,INCUBATOR,
Week Jan 20 to 24,2025-01-25,6548397.0,9388311.0,13393722.0,0.0,13393722.0,0.0,13393722.0,0.0,INCUBATOR,
Week Jan 27 to 31,2025-01-31,6588397.0,9388311.0,13350314.0,0.0,13350314.0,0.0,13350314.0,0.0,INCUBATOR,
